,Income_AT,Expenses,Housing,Food,Transport,Entertainment,Luxury,Age,Education,Inc_cat
2960,789.5833333333334,1793.6666666666667,947.3333333333334,346.6666666666667,268.0,95.66666666666667,231.66666666666666,41,12,0
2961,5691.566666666667,5384.55,803.3333333333334,310.6666666666667,638.6666666666666,16.666666666666668,3631.883333333333,59,13,7
2962,3544.433333333333,1581.3166666666666,762.6666666666666,375.3333333333333,170.0,0.0,273.3166666666666,68,12,5
2963,7059.25,4949.0,1481.3333333333333,548.3333333333334,961.6666666666666,96.0,1957.6666666666667,35,13,8
2964,4433.333333333333,3995.35,2129.0,693.3333333333334,483.3333333333333,27.0,689.683333333333,36,13,6
2965,6728.25,2831.316666666667,1006.0,563.3333333333334,205.66666666666666,96.0,1056.3166666666668,69,12,8
2966,1056.5833333333333,2876.25,606.6666666666666,433.3333333333333,1033.3333333333333,0.0,802.9166666666666,20,13,0
2967,2548.75,3195.1666666666665,1433.3333333333333,432.0,757.3333333333334,0.0,572.5,67,13,4
2968,8676.35,6977.650000000001,4755.583333333333,454.3333333333333,335.0,60.333333333333336,1432.7333333333336,46,15,9
2969,3109.2333333333336,3785.566666666667,1397.3333333333333,879.6666666666666,368.3333333333333,56.333333333333336,1140.2333333333336,23,13,4
2970,16480.716666666667,12935.166666666666,2791.6666666666665,925.0,1411.6666666666667,528.0,7806.833333333333,47,15,10
2971,1193.4166666666667,1291.6666666666667,901.0,52.0,1.6666666666666667,66.66666666666667,337.0,22,12,0
2972,6479.316666666667,3797.633333333333,1970.25,895.3333333333334,65.0,97.0,867.0499999999998,71,13,7
2973,2100.5833333333335,2401.6666666666665,1607.0,0.0,452.0,0.0,342.6666666666667,36,12,3
2974,3146.25,1661.8333333333333,518.6666666666666,173.33333333333334,188.66666666666666,71.33333333333333,781.1666666666666,79,13,4
2975,3626.25,3743.8333333333335,3091.3333333333335,281.6666666666667,40.0,60.666666666666664,330.8333333333333,56,15,5
